Sentence,Label
কামের ওপর খেয়াল দাও।,Cumilla
কি কন এইগুলা?,Pabna
আমি যাইতাম নায়,Sylhet
তুমি কি এমন কিছু শুনছাও যা একেবারে অবাক করা।,Bogura
ইস্কুলর রুটিনটা দেখো।,Sylhet
আগে তো আই আইওন মাত্র,Chittagong
ওয় কোনোদিন কতা দিয়া কতা থোয় না,Rangpur
মেহেরবানি খরিয়া তুরা হেল্প খরইন।,Sylhet
তুমি কি বিশেষ কিছু ভাবতাছো?,Cumilla
বিরাট কামের ছাওয়া তুই,Rangpur
সেই সুন্দর।,Bogura
হামাদের বাড়ি বগুড়ার,Bogura
তুমি কি জানো আইজক্যা কি বার?,Bogura
তার জন্যে উপহাত কিনেক।,Rangpur
এলা(অ্যালা) কি করা লাগবে ক।,Rangpur
বাস পামুনি তো,Bogura
আফনার ব্যাফারে আরও একটু জানি চাই !,Sylhet
ই খাবারটাতো যে মজা।,Sylhet
দয়া করে ফোনডা দি দ্যান।,Cumilla
দয়াখরি ইটা আমারলাগি খরইন।,Sylhet
ক্যান গরি বুজাই সন পরব,Chittagong
ভ্যালো কইরা পইরো।,Bogura
তঁই হডে আছিলি।,Chittagong
"না,হামি ওসব পারমু না।",Bogura
তোর ইস্কুলি যা,Pabna
স্কুলর টাইম টেবিল চাইও,Chittagong
আমারে আফনার রায় জাবাও।,Sylhet
হামার দিকে তাকাও বারে।,Bogura
ইতে খুব সুন্দর গরি গান গা,Chittagong
হামাক এনা সময় দাও বারে।,Bogura
কাইল্লা খাইয়েন অহন।,Cumilla
এডো হামার পছন্দের খাবার।,Bogura
এলাও মাজে মদ্দে তোর কতা মনে পড়ে,Rangpur
হন সমস্যা নাই,Chittagong
মুই রংপুর এর কথা শুনলে ঠিক থাকবের পাং না।,Rangpur
তুমি কি বহুত বই পড়ো নাকি।,Bogura
আরে! অতো জলদি কররায়!,Sylhet
তুই কি এগাজা জিমত যচ,Chittagong
আল্লার ওয়াস্তে এক্কা মন দি ছ,Chittagong
অহন বেশিরভাগ মানুষ ঢাকায় গিয়া কুমিল্লার ভাষায় কইতে পারে না।,Cumilla
ফাইল খানা সেভ হইরা রাখ,Bogura
আই অনর ফোয়ারে হাজ গরিত চাই,Chittagong
আই পতিদিন বিয়াম গরি,Chittagong
আমি আবার পাবনা যাব।,Pabna
আমার লগে সময় কাটাও।,Cumilla
কী অদ্ভুত ব্যাপার!,Cumilla
গরম লাগের।,Chittagong
নিয়ম কইরা পইড়ো।,Bogura
ওয়াইফাই তো কাজ করিচ্ছে না,Bogura
বইডো কার কাছ থাইকা আনছিস,Bogura
আর দ্যাশোতও আকাল পোইল,Rangpur
ঠিন্তা কইরো না একেবারে।,Bogura
আজকে তেকি কাম শুরু করমু,Sylhet
তুমি আরও কোনো ভাষা হিকতে ছাইরায় নি?,Sylhet
তুমি কি এই বিষয়ে মেলা কিছু জানো নাকি?,Bogura
রাবার ইয়ান হড়ে,Chittagong
খুব ভালোই লাগলো।,Pabna
বাড়ির সক্কলি কিরম আছে?,Bogura
এডো সর্তক হইয়া কইরো।,Bogura
ইকটু পানি দিবেন?,Pabna
দয়া করে এইহানে খাড়াও।,Cumilla
আমাগো কইলে তো আমরাও যাইতাম।,Pabna
মেহেরবানি করিয়া অনো উবাও।,Sylhet
আমারে আবার কল করবের পারবেননে?,Pabna
মুই এই কামটা করবের চাং না,Rangpur
আইজ্জা আত্তু বউত হজ আছে,Chittagong
আপনার বইডা আমি পড়বের পারি?,Pabna
কি হইছে ঝগড়া কেন?,Pabna
দোয়ার-খান লাগাও।,Sylhet
তোমার জন্মদিন কবে?,Pabna
বইডা কার থেকে আনছিস,Pabna
মাধানে টাইম/সময় মতো আইও।,Sylhet
তুমি কেন ফল পছন্দ খরে?,Sylhet
আমার লাইগা কিছু ফল লইয়া আইবেন নি?,Cumilla
মোর কামোত কায়ো হাত আগে দেয় না,Rangpur
তুমি কি ছবির প্রতি আগ্রহী?,Cumilla
আমারে জানালে খুব ভালো হয়।,Pabna
বাড়ির কামডি শেষ করো।,Cumilla
এটা সম্ভব নোমায়,Rangpur
কম্পিউটার বন্ধ খরো।,Sylhet
আমার আজকে মনডা কেনজানি ভালো নাই।,Pabna
"আচ্ছা, ঠিক আছে।",Sylhet
তোর পরিশ্রমের ফলাফল অনেক ভাল।,Rangpur
ভালা করি খাউক্কা,Sylhet
গরম ফানি লইয়া আও।,Sylhet
কামের লিস্ট বানাও।,Cumilla
হালিয়া লই আইসসুম।,Chittagong
কি শান্ত পরিবেশ!,Pabna
ইন লিখিত জাই নিজেই ভুলি গিয়ি গই,Chittagong
একনা একলায় থাকার অনুমতি দেবেন?,Rangpur
তোয়ারাত্তুন সরম ন লাগে।।,Chittagong
হায় হায়! ইটা কেমনে সম্ভব অইল!,Sylhet
হায়রে! আমি ভুলিগেছলাম!,Sylhet
আরে ছারি গিয়ে গই,Chittagong
মোক ফোন কর।,Rangpur
তুমি কি অনেক বই পড়ো?,Cumilla
দয়া গরি অঁনের অভিজ্ঞতা এক্কানা শেয়ার গইন,Chittagong
আরে! এইডা কী হুনতাছি!,Cumilla
"তোমরা হকলে যে সিলেটি মাত লেখছ, আমারে কইরায়",Sylhet
আমার লাইগা একটু জাগা ছাইড়া দ্যান।,Cumilla
আমি অইলাম আসল সিলেটি।,Sylhet
বহো হগলে।,Cumilla
তুই সোকসময় ভুল করিস,Rangpur
হায়! কী কষ্ট!,Cumilla
তুই এনগরি ছইট কা গরর,Chittagong
দয়া করি এটা মোর জন্যে করেন।,Rangpur
আই রাইত্তা তারাতারি ঘুম জাই গই,Chittagong
আর মাইর দিলেও ইচ্ছা মতো মারুম।,Cumilla
আহা! আঁই তো অদ্ভুত!,Cumilla
আইজক্যা আর কাম নাই,Bogura
বই ইবে ফেরত দন।,Chittagong
এইহানে ঢং করতে আইছেন নি?,Cumilla
হাঁইটলে আগে পৌঁছামু।,Bogura
টাট্টি কুনখানো/কুনানো/খানো/কই?,Sylhet
একসাথে বাজারে যাবো এহন।,Pabna
যা মনে চায় তোমার।,Bogura
লেবু চা হাবিনি,Chittagong
মোর আর কাম করবের ইচ্ছা করোছে না,Rangpur
তুমি কি খেলতে চাও?,Cumilla
আব্বু আম্মু শোনলে কইবে ইয়ের ফির কি হইল,Rangpur
একদিন হুনলাম,Sylhet
এগুলা লিহবের যায়া নিজেই ভুইলে গেছি।,Pabna
তুই কি অনেক বই পড়স?,Pabna
তোমার ওপর পুরা ভরসা আছে।,Cumilla
সকালে খাছু,Bogura
আমাগো পরিচয় জানবের চান।,Pabna
"আহা,কি যে মিষ্টি",Bogura
বাড়িত আইজক্যা লোক জন আসবি।,Bogura
মোক মাফ করি দে!,Rangpur
জন্মদিনের শুভেচ্ছা রইলো।,Bogura
ধন্যবাদ! কিতা আনছো উপহার!,Sylhet
দয়া কইরা ফোনডো দ্যান,Bogura
বইডে পড়ো।,Pabna
তুই কি হনিক্কা গুইত্ত জাইবর চিন্তা গইরগজ,Chittagong
তোমার কি কোনো সাহায্য লাগবে?,Pabna
এই গাছ ইবা বেশি ডর।,Chittagong
ইশকুলের সময় মনে রাখ।,Rangpur
ভালা করি রান্ধা শিখিও,Sylhet
একটু স্বাদ করিয়া রান্দো।,Cumilla
বন্ধুর লগে সময় কাটাও।,Cumilla
টেবিলডা পরিস্কার কর।,Pabna
সে আবার আমার হাতের রান্না চাইটা পুইটা খায়।,Pabna
ওয় কথা শুনবার চায় না,Rangpur
আলু ভত্তা দিয়া মাখো আর খাও!,Rangpur
আফনার হাত তাকি এখটু উপহার পাই?,Sylhet
একদিন শুনলেম।,Pabna
বেশি ঝাল হইয়ে,Chittagong
মোর জন্যে একটা সহানুভূতি দেখান।,Rangpur
কে কি কয় কইকগে?,Pabna
আরে!এতো দ্রুত করিছেও,Pabna
ইটা অনেক কষ্টর খাম।,Sylhet
আঁইও কিন্তু কতা কইতে পারি।,Cumilla
আমার লাইগা এক কাপ চা আন।,Pabna
এখলা এখলা লুকাইয়া গিয়া দাওয়াত খাইরা নি,Sylhet
আমি কিতা আফনারে কোনো সাইয্য খরতাম ফারিনি?,Sylhet
আমারে ফোন দে।,Pabna
"দুঃখিত,আইতে দেরি হইছে।",Bogura
হাইল্লা বিহানে আঁই যাইয়্যুমবই,Chittagong
কিছুই কইলা না যে।,Bogura
আমারে সাহায্য খরার লাগি আফনারে অনেখ শুকরিয়া/ধন্যবাদ।,Sylhet
ওতো প্রতিদিন সক্কালে হাঁটে।,Bogura
অ দে উক্কুইচে,Chittagong
তুই কি পুরান ফিলিম দেখতে ভাল্লাগে?,Pabna
তুমি খুব ন্যায়পরায়ণ।,Cumilla
আঁই হেরে পছন্দ করি না।,Cumilla
বন্দুর সাতে সময় কাটা।,Rangpur
এখটু হুঁশিয়ার থাখো।,Sylhet
আমারে তুমার অভিজ্ঞতা কইবা নি?,Sylhet
তুমরা কে/কারা/কেবা?,Sylhet
চুল কাটছাও?,Bogura
এক্কানা খুলি-মেলি হউয়া কইতাম পারি নি?,Chittagong
আঁইও পারি কইতে।,Cumilla
নতুন কিনছাও এইহান?,Bogura
আঁই কি তুমার লগে থাইক্যা কিতা শিখতাম পারি?,Sylhet
একল্যায় একল্যায় এংক্যা করি নুকি যায়া দাওয়াত খাওচেন,Rangpur
তুমি কিতা এমন কুন্তা হুনছো যেটা আজব?,Sylhet
রাইত হইয়া গেছে মেলা,Bogura
মনে কইরা দ্যাখ তো।,Cumilla
আরতুন কিছু হইবার নাই।,Chittagong
"এন্নান হইয়ুম, হ পরিবো",Chittagong
আঁত্তে গুস্সা লাগের।,Chittagong
আমরা কালকে সমুদ্রে যাচ্ছি।,Pabna
বমার তো দীঘিত ফাল/লাফ/ঝাপ দিয়া ফড়ার মনে চার,Sylhet
আইজ্জা বেশি ঝর দের,Chittagong
কটে গেচলু,Rangpur
পারতাম না আঁই।,Cumilla
হামি হাঁইটা হাঁইটা যামু তাও বাসে কইরা যামু না।,Bogura
আর এক্কান নতুন হজ শুরু অইয়ে.,Chittagong
মোক এখনা সময় দে।,Rangpur
তোর মায়ে চিল্লাইছে,Sylhet
অল্প সময়ের লাইগা জিরানি নাও।,Cumilla
মোক ভুলি যাইশ না।,Rangpur
আমাগো বাড়িত আজকা গছি মাছ রান্না করছে।,Pabna
আই আবার আই যাইওম গই,Chittagong
নিজওর খাম শেষ খরো।,Sylhet
কি চমেতকার দৃশ্য!,Rangpur
আইচ্ছা ইয়ান কি ফুনিলাম?,Chittagong
তুমি শক্ত খাটুনি করতাছো।,Cumilla
"মুই কেলান্তো, আর কিছু করবের পাইম না",Rangpur
তুই শ রর বাইরে জাবি নি,Chittagong
কোঠসি থেইকা আইলেন,Pabna
এক্ষুণি কাম শুরু হইরা দাও,Bogura
চুল হাইট্টস নে,Chittagong
ঝাল ডা বেশি অইছে।,Bogura
মন্দিয়েনে পর,Chittagong
রাগ করিছো নাকি বারে?,Bogura
তোমার লাইগা কিছু কিনছি।,Cumilla
দয়া করি এটে (অ্যাটে) খাড়াও।,Rangpur
আরে! এত জলদি ক্যামনে হইলো!,Cumilla
তোর কোনো শখ-টখ আছে?,Pabna
হামি রোজ শরীর চর্চা করি।,Bogura
সব বও।,Sylhet
ইকটু আগে আইসলেম।,Pabna
খুব ভাল নাগিল।,Rangpur
এখনো ঘুমাইছো না নি?,Sylhet
অবাঝি আই ইন কি ফুনির,Chittagong
একটু সাহস লইয়া কাম করেন।,Cumilla
আমারে লগে নিলে।,Pabna
আমি কি আপনার কাছে ধার লিবের পারি?,Pabna
আরলা কিছু সময় লইওন,Chittagong
আর আম্মা খুব ভালা রাধে,Chittagong
হায় হায়! আঁই ভুইলা গেছিলাম!,Cumilla
আঁই এইডা পারতাম না।,Cumilla
তুই এক্কা বইয়,Chittagong
যে ভালা লাগছে।,Sylhet
সময়ের ভিতর শ্যাষ কইরো,Bogura
তারাতারি হজ শেষ গর,Chittagong
আঁর কথাউয়া এক্কানা গম গরি হুনুন,Chittagong
এইখানে বুইসা পড়।,Pabna
তোমার কি কোনো শখ আছে?,Cumilla
মনডা জুড়ে গেলো।,Pabna
হামি জানামু রে তোমাক,Bogura
কলিজা বেছি দেও,Sylhet
আজকের কনসার্টডা খুব ভালা হইবো।,Cumilla
কি সোন্দর হাসি!,Rangpur
আইজ্যা ম্যালা কাজকাম।,Bogura
"থাল ঘষার সাবান আর ছাই আছে, তা দিয়া মুখ ধোন।",Cumilla
উইয়াক মোর পছন্দ নাগে না,Rangpur
বইসো সবায়,Rangpur
আঁই কী কমু বুইঝা পাইতাছি না।,Cumilla
বিষয়ডা ভুইলা যাও,Bogura
দেওয়ানী কইলো আমি আজক্যা জিতপের পারবোনানে।,Pabna
তুমি কি আমার সঙ্গে আসিবে।,Bogura
এহানে বসো আর অপেক্ষা করো।,Bogura
আঁই বাংলা ভাষা ভালোবাসি,Chittagong
আচোইজ্জ ব্যাফার। এইল্লাও অই,Chittagong
জমি বেঁচে তোরে পড়াইলাম।,Pabna
চা বানা দ্যাও,Pabna
তোর সম্পক্কে আরো জাইনবার চাং।,Rangpur
আঁই নয়া কিছু শিক্কি।,Chittagong
তুরা ঠাণ্ডা হইয়া যাও।,Sylhet
ফুলওর মালা দিলেও তো দামি মালা দিমু,Sylhet
এইডা তুমি নিজের লাইগা করো।,Cumilla
আমার দীঘিতে ঝাঁপ দিবের মন চাচ্ছে।,Pabna
কাইল্লা আইবি তো?,Cumilla
তুমি কি নতুন বন্ধু বানাইবার চাইতেছো?,Bogura
কামত নাগবে,Rangpur
সকাল সকাল উইঠা পইড়ল,Bogura
বইখান কারটে আনলু,Rangpur
আইতে গাড়ি,Rangpur
আমি এই অবস্থায় কাম কইরবের পারিতেছি না।,Pabna
কি ভ্যালা মানুষ।,Bogura
বিশ্বাসঅর না! ইটা সত্যি নি?,Sylhet
দয়া করি মোর বইটা একনা খুজেন।,Rangpur
আমারে কিছু কও।,Cumilla
আই বুঝত নহ পারির,Chittagong
কাইল্লা লইয়া আমু।,Cumilla
কী গম্ভীর ব্যাপার!,Cumilla
মোবাইল ডো দূরে থও।,Bogura
মুই খুব মন খারাপ করিম।,Rangpur
আফনে ভালানি,Sylhet
কোনো বালা এখলা বারইয়ো না।,Sylhet
ইতে সবসময় দেরি গরি আইয়ে।,Chittagong
হেতে সব সময় দেরি কইরা আহে।,Cumilla
আমার থেহে পইড়ে তুমাক ডায়ালগ শুনাইতে যাচ্ছি।,Pabna
সবার সামনোত তোর বাপ কতল্যা কতা কইচে,Rangpur
মুই অমপুর যাবান নং,Rangpur
কি চমোতকার!,Rangpur
আদা দিয় বানা,Chittagong
"দরখার অইলে আমি হাঁটি হাঁটি সিলেটে যাইমুগি, তাও ই বাছাও উঠতাম নায়।",Sylhet
অনর ফোয়ারে এক্কা হতা হই পারিওম নে?,Chittagong
আগে একটু বিশ্রাম ল।,Pabna
বই ইবা এডে রাখ।,Chittagong
টিবি বন্দ কর।,Rangpur
আই ঠিক টাইমত আইসসুম।,Chittagong
তুমি অখনো ওখানর কথা কও নি?,Sylhet
হামার প্রিয় রং হইলো নীল।,Bogura
পদা ডো বিছে দে,Bogura
"প্লিজ, চুপ থাইক।",Pabna
ওহ! এতডা সম্ভব!,Cumilla
আস্তে আস্তে মাতো।,Sylhet
আমার বায় তুরা দিয়ান/মন দেও।,Sylhet
আমার কিছুই ভালা লাগতাছে না।,Cumilla
আমার লাইগা একটু সময় দ্যান।,Cumilla
আমি এহনই পাবনা যাবো।,Pabna
তোর বইটা কি মুই একনা পড়বের পাইম?,Rangpur
ইতে প্রত্যেক দিন বেইন্নে দৌড়ে,Chittagong
তোর ব্যবহার একদম ভালো না।,Pabna
আইজক্যা হামার বহুত কাম আছে।।,Bogura
হামি আইজক্যা খুব ক্লান্ত,Bogura
ইকটু সাহস কইরা কাম করেন।,Pabna
আরার দেশত এদিগ্গিন ন নামগরা জাগা আছে,Chittagong
মুখে হাসি রাইহো।,Pabna
আমাগো ভাষা।,Pabna
অনো ঠিক-করি উবাও।,Sylhet
"যেটা করবের কং,সেটা কর।",Rangpur
আমি কিতা কইতাম রে,Sylhet
"আফনার অভিজ্ঞতা শেয়ার করইন, দয়া কখরিয়া।",Sylhet
তুমি কি পুরান ফিল্ম দেখতে ভালোবাসো?,Cumilla
আমাগো লগে চলো,Cumilla
গেটের সামানোত আইসো।,Bogura
ইতে আরে সবসময় সাহস দে,Chittagong
দয়া খরি অন্য-খেউরে কইয়েন না।,Sylhet
অর্ধেক য়ইয়েদে আইযো,Chittagong
তোরা ভালই পারস।,Pabna
আত্তে ডর লাগের।,Chittagong
মুই আর সহ্য করবের পাংছে না,Rangpur
আর লাই আইন্নে,Chittagong
অ বাজি বেশি হতা ন হইও,Chittagong
"হো,আছিই হামি।",Bogura
শুভ আজুইন্নে।,Chittagong
হামার ভুল হইয়া গেছে।,Bogura
অবিশ্বস্য ব্যাফার ! ইয়ান কি আচা নে?,Chittagong
ইয়া বেশিরভাগ মানুষ ডাহাত যাই চাটগাইয়া অর ভাষা হইত ন পারের,Chittagong
আচ্ছা! এটা কায় কইল?,Rangpur
পাবনার ভাষায় একটা কতা কইয়া যান।,Pabna
তুমার কি কিতা কওনের আছে?,Sylhet
তাগো তোমাগো ওইহানে ক্যামন আকাশ?,Cumilla
আম্মায় ভাত লইয়া আইরা।,Sylhet
হামার এত্তি আইসেন,Rangpur
হানা এগান বেশী মজা,Chittagong
এহন ঘুম যয়,Chittagong
উনি কাইকা আইসবো।,Bogura
তুমি কিতা নয়া খামর লাগি রেডি/তইয়ার নি?,Sylhet
দয়া করি আর কাকো কন না।,Rangpur
এডো তুমি নিজের লাইগা কইরো।,Bogura
কী ভয়ংকর ঘটনা!,Cumilla
জ্যামে আইটকা আছি।,Bogura
আম্মা ভাত লইয়া আইছে।,Cumilla
তুই সবসময় বাহানা দিস।,Pabna
তুই কখনো নিজের ভুল মানস না।,Pabna
হামার একটা নতুন কাম শুরু হইয়াছে।,Bogura
তোরা খালি আমারে ক্যান কস?,Cumilla
তোর দরকার হইলে আয়।,Rangpur
তুয়ার নাম কি?,Chittagong
তোরে ফেসবুকে দেখছে।,Cumilla
দোরডা খুইলা দেপ,Bogura
আমারে একটা চিঠি দিছিলা।,Cumilla
তোমার দরকার হইলে আইয়ো।,Cumilla
কাইলকা হামি তোমার সাতে দেহা করমু।,Bogura
কই গেছিলি?,Cumilla
মেহেরবানি খরিয়া ঠান্ডা অও।,Sylhet
হায় হায়! ক্যামন হইলো এইডা!,Cumilla
হগলে ঠিকমতো হুনো।,Cumilla
দরকার পড়লে আমারে জিগাস ক।,Pabna
হামি রাইতে আগেআগেই ঘুমাইয়া যাই।,Bogura
তুমি কি খেলবার পারো নাকি?,Bogura
হামার মাঝোত মেলা ঝগড়া হইচে,Rangpur
কাইলকা দেখা হবিনি।,Bogura
আরে এইবার বাদ কা দিল!,Chittagong
তোমার কাছত থাকি শিখপার চাং।,Rangpur
আমার ইনো ফুন টা আইন্না দে,Sylhet
তোর মাও ঢেলাইছে,Rangpur
চিয়ারগান লই আই,Chittagong
ইশকুলের সময়সূচি দেক।,Rangpur
মনো করি দেখছাইন,Sylhet
এডো তোমার লাইগা,Bogura
আমারে একটু সুযোগ দেন।,Pabna
ফুলের মালা দেলেও দামি ফুলের মালা দিম,Rangpur
কেন লাইগ্গে,Chittagong
আহারে! আমিতো বউত আজব!,Sylhet
একটু শান্ত হন।,Pabna
সাগাই আসছে,Rangpur
তোর পছন্দের গানডা গা।,Pabna
আইজ সন্ধ্যায় বারও।,Sylhet
তুমি কি খেলবের জাও?,Pabna
আমার মনের কতা কইছেন।,Pabna
অক জিঞ্জাস কইরো,Bogura
তুমি হগলকিছু সহজে করতে পারো।,Cumilla
আমারে রাগ দেখাইছে।,Cumilla
আই বাংলাত হতা হইতে ভালোবাসি,Chittagong
আস্তে আস্তে কতা ক।,Rangpur
তুঁই কি আজিয়া রাতিয়া বাহিরে যাবি নাকি?,Chittagong
তুই কি এই জিনিস নিয়া আর জানস?,Pabna
তুমি কি চা পছন্দ করো?,Cumilla
অনল্লই দেহা অই খুশি লাগের,Chittagong
এডে হনে কি হইয়ে আর দেহার বিষয় ন,Chittagong
ভালকরি শিকপের থাক।,Rangpur
এন্নান ঠিক ন হ।,Chittagong
আমি আবার রংফুর যাইমু,Sylhet
অমপুরী ভাষাত কি এলা হামাক পাশ নম্বর দেওয়া যায়?,Rangpur
নিজের কাম শ্যাষ কর।,Rangpur
গুসসা ওইয়ুম।,Chittagong
হামাক মাফ করো।,Bogura
ঠান্ডা পানি লইয়া আও।,Cumilla
ইতে বেশি সিধা পোয়া,Chittagong
দয়া করি অক্কু ধৈর্য ধরো।,Sylhet
এহনো ক্যান রে ঘুমাও নাই?,Cumilla
গাড়ি ছালানি শুরু/আরম্ভ খরো।,Sylhet
মাঝত মাঝত আও করমো,Rangpur
আঁই এতডা সময় দিতে পারতাম না।,Cumilla
আও আমাগো বাড়িত পান্তা ভাত আছে।,Cumilla
কালইকা আছোই তো তাই না?,Bogura
ইয়ান আছা অইয়ে,Chittagong
হামি একাই পারমু।,Bogura
মোক এক মিনিট সময় দে।,Rangpur
ইকটু সাবধানে থাকতে কন।,Pabna
এডো সত্যি হইলো।,Bogura
এলা কাম সুরু কর।,Rangpur
আজিয়া আঁরা ঘুরিতো যাঁইয়ুম।,Chittagong
বহুত ভালা।এতো সুন্দর।,Bogura
পাইম না মুই,Rangpur
গরম পানি নিয়া আইসো।,Bogura
আইজ বার্ষিকী ফালন খইরো।,Sylhet
সবাই সবকিছু কইয়া ফেলছে।,Pabna
হালিয়া শুক্রবার,Chittagong
আরা ওইক্কার মানুষ।,Chittagong
“এহন আমরার পাশ নম্বর দেওন যায় নি?,Sylhet
গাড়ির বেল্ট পরা ল।,Pabna
তুমি একটু অপেক্ষা করো।,Cumilla
আমরার দেশেও অকাল পড়ি গেসে,Sylhet
দাম কয় টেহা নিছে?,Bogura
তুর পছন্দর ফল কি,Chittagong
একনা শান্ত থাকেন।,Rangpur
আগে কইবেন না!,Cumilla
আমি আবার কালকে বিয়ে খাইবের যাবো।,Pabna
কী সুন্দর হাসি!,Cumilla
তোর পছন্দের খেলা কোনডা?,Pabna
আমার কিছু কওনের নাই।,Cumilla
খই জাইতায়,Sylhet
আরে।হামি তো অবাক হইয়া গেছি।,Bogura
আমার লাগি এখটু মায়া/দরদ দেখাও।,Sylhet
তোর সবচেয়ে পছন্দের ছুটি কোনডা?,Pabna
মুই এই অবস্থা মানি নিবার পাংছে না,Rangpur
অখন কিতা করতে অইব খও।,Sylhet
নেটের কারেন্টের সমস্যা হইছে দেহো গা,Bogura
সত্যিই! এইডা সম্ভব হইলো!,Pabna
আবার কও।.,Bogura
আমি এহন খাবো লয়।,Pabna
তুমি কি খেলাধুলায় অংশ নাও?,Cumilla
তুমি কি পুরান সিনেমা পছন্দ করো?,Cumilla
আচ্ছা! এটা কি ঠিক শুননু?,Rangpur
"কি কাহিনী,,এডো আসলেই সত্যি",Bogura
ধন্যি পোলা তুমি!,Cumilla
আঁই ঢাকা যাইতে চাই।,Cumilla
হাইসপার পারোছোন না,Rangpur
তোমাগো কমেন্ট পইড়া আমি খুব মজা পাইলেম।,Pabna
তুই কি স্কুলত যচ,Chittagong
আর মাইরলেও মন চালি মারব।,Pabna
তুমি কোনানো খাম-খরো।,Sylhet
তুমি কেল্লাইগা এত তাড়াহুড়ো করতাছো?,Cumilla
টপ করি আয়,Rangpur
আরার চট্টগ্রাম।,Chittagong
আরেে এডে থিয়াইত হইওন,Chittagong
হায়! এইডা কেমনে সম্ভব হইল!,Pabna
এইডা পইড়া আমার শরম লাগতাছে!,Cumilla
আমার লাগি এক-কাফ ছা আনো।,Sylhet
হামাক আবার বাদ ক্যান দিলো?,Bogura
আমি সবর ভাষা হুনিয়া কুব অবাক অইগেছি।,Sylhet
সময় করি খায়্যা নেইস,Rangpur
আইয়েন আমার বাড়িত।,Cumilla
এটা ভুলি যা।,Rangpur
আই দোয়ানত তিয়াই আছি,Chittagong
একটু সময় হইলে ভালা হইতো।,Cumilla
বিয়েও তো খাওয়া লাগবি।,Bogura
অঁনের কি কিছু কওনের আছে নি?,Chittagong
আমারে একটু সময় দ্যান।,Cumilla
এডো ভালো সময় কাটানোর সুযোগ।,Bogura
মোক কবার আগত চিন্তা কর।,Rangpur
হালিয়া দেহা হয়বো।,Chittagong
একচুট্টা হাস,Pabna
এইলা পড়ি মোক নজ্জা নাগোছে!,Rangpur
আপনি কিআমারে কিছু সাহায্য করবেন নি?,Cumilla
হগলতেরে ডাকো।,Cumilla
আঁই আজকা অনেক টায়ার্ড,Cumilla
মুই এলায় না খাইম,Rangpur
আপনি কেমন আছেন? / আপনে ক্যান আছেন?,Cumilla
কতায় কতায় ইংরেজী কইবে আমাগো সামনে-এইডা আমাগো সহ্য হইবে না।,Pabna
থাবড়া মারিয়া খান ফারাই-লাইমো,Sylhet
আজ বার্ষিকি পালন কর।,Pabna
তুমি প্রতিটা কামে সেরা।,Cumilla
তোমার কি টেকনোলজির দিকে আগ্রহ আছে নি।,Bogura
দরহার পইল্লে আরে ফোসার লইও,Chittagong
মোক কিছু ক।,Rangpur
আরে! আমি তো একদম অবাখ অইগেছি!,Sylhet
আলু ভর্তা দি মাখিওরে হ,Chittagong
কেবাকরে বুঝান লাগবি?,Pabna
হাজ এগান গরা বেশী হষ্ট,Chittagong
কিতা খয় ইতা,Sylhet
তুমি কি ভ্রমণে যাওনের লাইগা রেডি?,Cumilla
আল্লাহ হামাদের সবাক মাফ কইরা দিক।,Bogura
ভুলি যাইসনা যেন,Rangpur
আমাক তো রাকপের মন চায়।,Pabna
আপনার সাহায্য লাগবো।,Cumilla
ক্যাংকা লাগিল,Rangpur
মুই কি তোমার কাছত ধার নিবার পাং?,Rangpur
কায়বা সেদিন কইল,Rangpur
ঊফফ! এইল্লা কা গরম,Chittagong
"সতক হও চলা ফেরায়,,",Bogura
কি যে ভয়ের কাহিনি!,Rangpur
দয়া করি মোক এখনা সমায় দেন।,Rangpur
কী কইন এইডি!,Cumilla
কাপ লইবো আরার দল।,Chittagong
আল্লয় কথা কা ন হর।,Chittagong
যে সুন্দর দৃশ্য রে!,Sylhet
একা একাই এরম করে লুকাইয়া দাওয়াত খাইতাছেন।,Pabna
"আমাগো কুমিল্লার ভাষায় কতা কমু, শরম কিসের?",Cumilla
হে আর কোনোদিন ফিরিয়া আইতো নায়।,Sylhet
জানালাডা খোলো।,Cumilla
বাড়ির কামগুলা শ্যাষ কর।,Rangpur
আরে জানাইলে খুব ভালা অইব,Chittagong
তুমি কি নতুন রান্না শিখতে চাও নাকি?,Bogura
মুই যাউছু বাপের বাড়ি,Rangpur
তার লাইগা গিফট কিনো।,Cumilla
মুই জানোং না,Rangpur
এহন কাম শুরু হরো।,Pabna
পারতাম না আমি,Sylhet
ও কুনুদিনই তার কতা রাহে নাই।,Pabna
মোর জন্যে একনা দয়া করেন।,Rangpur
কই তুই?,Cumilla
ঠিকভাবে কামডা কর।,Pabna
আই কি অনরে হোন সাহায্য গরি পারিওম নে?,Chittagong
তুমি নতুন কিচ্ছু হিকতায় চাওনি?,Sylhet
আমাগো এইহানে আসেন।,Pabna
কম করলেই হবি .,Bogura
অনো আমার লাগি অপেক্ষা করো।,Sylhet
মুই না যাং,Rangpur
তোমার গেছে কোনো আন্দাজ আছে?,Sylhet
এগলা কতা থুয়্যা তোমরা আসল কতা কন,Rangpur
পাবনায় আমার বাড়ি।,Pabna
তোমরা মন খারাপ করেন না,Rangpur
আহা।হামি বহুত অদ্ভুদ।,Bogura
এইডে আমার প্রিয় খাবার।,Pabna
কেডো আইছে দ্যাহো তো,Bogura
মোক একনা সাহায্য করেন।,Rangpur
